Word,Neighbours
RADLY,"BADLY,MADLY,SADLY,REDLY,RALLY,RAWLY"
GOOIER,"GORIER,GOOBER,GOODER,GOOFER"
RECAP,"BECAP,DECAP,RELAP,REMAP,RECIP"
STEWS,"SHEWS,SKEWS,SLEWS,SMEWS,SPEWS,STOWS,STEMS,STEPS,STETS,STEWY"
MULES,"GULES,JULES,PULES,RULES,TULES,YULES,MALES,MELES,MILES,MOLES,MURES,MUSES,MUTES,MULLS,MULED,MULET,MULEY"
LUTOSE,CUTOSE
RELAX,"RETAX,REWAX,RELAP,RELAY"
LOUNGE,"ROUNGE,LOANGE,LOUNGY"
PISCIS,"PISCES,PISCID"
SPART,"APART,SCART,SKART,SLART,SMART,START,SWART,SPIRT,SPORT,SPURT,SPAIT,SPALT,SPARE,SPARK,SPARM,SPARS,SPARY"
THIOLS,"TRIOLS,THILLS,THIRLS"
GASPY,"RASPY,WASPY,GAPPY,GASHY,GASSY,GASPS"
BATTAK,BATTIK
TOOSIE,TOORIE
FLOOSY,"FLOSSY,FLOODY,FLOOEY,FLOOZY"
HOSED,"COSED,DOSED,NOSED,POSED,ROSED,HOKED,HOLED,HOMED,HONED,HOPED,HOSEA,HOSEL,HOSEN,HOSES"
PAYBOX,HAYBOX
BEBOP,"REBOP,BEFOP,BEBOG"
LULAB,LULAV
YAPS,"BAPS,CAPS,DAPS,GAPS,HAPS,JAPS,LAPS,MAPS,NAPS,PAPS,RAPS,SAPS,TAPS,WAPS,ZAPS,YEPS,YIPS,YUPS,YADS,YAGS,YAHS,YAKS,YAMS,YAWS,YAYS,YAPP"
CHAM,"SHAM,WHAM,CLAM,CRAM,CHEM,CHUM,CHAD,CHAI,CHAL,CHAO,CHAP,CHAR,CHAS,CHAT,CHAV,CHAW,CHAY"
BRIGUE,"ARIGUE,BROGUE,BRIQUE"
CARVES,"VARVES,CORVES,CURVES,CALVES,CARIES,CARLES,CARSES,CARTES,CARVED,CARVEL,CARVEN,CARVER"
DOBLAS,"DOWLAS,DOBRAS"
EVERSE,"AVERSE,EMERSE"
BABUA,"BABKA,BABUL,BABUS"
SEISED,"PEISED,SENSED,SESSED,SEINED,SEIZED,SEISER,SEISES"
CACHOT,"CACHET,CACHOU"
STAP,"ATAP,SLAP,SNAP,SOAP,SWAP,STEP,STOP,STAB,STAG,STAR,STAT,STAW,STAY"
ASEMIC,"ANEMIC,ASEMIA"
HAMULE,"RAMULE,HEMULE,HAMBLE,HAMULI"
INDIGO,"INDICO,INDIGN"
DROIL,"BROIL,DRAIL,DROLL,DROOL,DROYL,DROIT"
KNOLLY,KNOLLS
FLABS,"BLABS,SLABS,FLUBS,FLAGS,FLAMS,FLANS,FLAPS,FLATS,FLAWS,FLAYS"
GUNONG,GUNUNG
GARGIL,"NARGIL,GARSIL,GARGOL"
SLUNG,"CLUNG,FLUNG,SPUNG,STUNG,SWUNG,SLANG,SLING,SLUIG,SLUNK"
MIMZY,"MIZZY,MIMLY,MIMSY"
MUNGA,"BUNGA,PUNGA,TUNGA,MANGA,MULGA,MURGA,MUNDA,MUNIA,MUNGE,MUNGO,MUNGY"
INBORN,"UNBORN,INWORN"
SUNNS,"BUNNS,SUNNA,SUNNI,SUNNY"
TOUN,"BOUN,DOUN,LOUN,NOUN,TOON,TORN,TOWN,TOUK,TOUR,TOUT"
FUND,"BUND,RUND,TUND,FAND,FEND,FIND,FOND,FUNG,FUNK,FUNS"
UNFAR,"UNBAR,UNTAR,UNFUR"
MISSED,"HISSED,KISSED,PISSED,WISSED,MASSED,MESSED,MOSSED,MUSSED,MISLED,MISTED,MISWED,MISSEL,MISSES,MISSET"
SNICKS,"SLICKS,SPICKS,STICKS,SNACKS,SNECKS"
SIBBS,"BIBBS,JIBBS,SIBBY"
UNWRY,"UNARY,UNDRY"
CHAUI,"CHATI,CHAUK,CHAUM,CHAUS"
TABER,"CABER,SABER,TIBER,TUBER,TAKER,TALER,TAMER,TAPER,TATER,TAVER,TAWER,TAXER,TAYER,TABOR,TABEL,TABES,TABET"
DINNER,"FINNER,GINNER,HINNER,PINNER,RINNER,SINNER,TINNER,WINNER,DANNER,DUNNER,DIENER,DINDER,DINGER,DINNED"
HAREM,"HEREM,HARAM,HARIM,HARED,HARES"
SIMAR,"TIMAR,SIKAR,SITAR,SIZAR,SIMAL,SIMAS"
OATHS,"BATHS,LATHS,MATHS,PATHS"
POORER,"POURER,POODER,POOLER"
GELADA,MELADA
LIENIC,LIMNIC
GIMME,ZIMME
COTHE,"COTTE,COTHY"
BYRL,"BIRL,BURL,BYRE"
SERENA,"SELENA,SERENE,SERENO"
JESTS,"BESTS,GESTS,HESTS,NESTS,PESTS,RESTS,TESTS,VESTS,WESTS,ZESTS,JUSTS,JESUS"
ZUDDA,PUDDA
HARRIS,"FARRIS,HAORIS,HARRID"
PROOFY,PROOFS
SIDDHA,SIDDHI
THETA,"THECA,THEMA,THETE"
WHILED,"WAILED,WHALED,WHINED,WHITED,WHILES,WHILEY"
UNHOLY,"UNCOLY,UNHOLD"
VANGEE,HANGEE
SPECKY,SPECKS
ASARIN,"AMARIN,ASARON"
GROMYL,GROMIL
LOANER,"LEANER,LOADER,LOAFER,LOANED"
NOVELS,"HOVELS,NAVELS,NOVELA"
SOCHT,"NOCHT,SICHT"
ORDO,"ORZO,ORDS"
GLOAMS,"GLEAMS,GLOOMS,GLOATS"
PEIN,"BEIN,MEIN,REIN,TEIN,VEIN,ZEIN,PAIN,PYIN,PEAN,PEEN,PEON,PERN"
LIGHTS,"BIGHTS,DIGHTS,EIGHTS,FIGHTS,HIGHTS,MIGHTS,NIGHTS,RIGHTS,SIGHTS,TIGHTS,WIGHTS,LICHTS,LIGHTY"
REGALE,"REBALE,REHALE,REPALE,RESALE,REGAVE,REGALD,REGALO"
DIGNE,"EIGNE,LIGNE,DIANE,DIENE,DIONE,DIGUE"
TILTH,"FILTH,TILTS,TILTY"
CARLS,"EARLS,FARLS,HARLS,JARLS,MARLS,CURLS,CALLS,CAULS,CARDS,CARES,CARKS,CARNS,CARPS,CARRS,CARTS,CARUS,CARLE,CARLI,CARLO"
LANZON,"CANZON,DANZON,LANSON"
CLOYS,"PLOYS,CLAYS,CLODS,CLOES,CLOGS,CLONS,CLOPS,CLOTS"
SNACKS,"KNACKS,SHACKS,SLACKS,SMACKS,STACKS,SNECKS,SNICKS,SNARKS,SNACKY"
BESTAY,"BESTAB,BESTAD,BESTAR"
THEIR,"CHEIR,THEER,THEOR,THEIN"
KNOW,"ANOW,ENOW,GNOW,SNOW,KNEW,KNOB,KNOP,KNOT"
SABAL,"CABAL,NABAL,RABAL,SALAL,SAMAL,SAYAL,SABAN"
RYFE,"RIFE,RYKE,RYPE"
RUDEST,NUDEST
LOGGAT,"LIGGAT,LOGGET"
MOUND,"BOUND,FOUND,HOUND,POUND,ROUND,SOUND,WOUND,MAUND,MOULD,MOUNT"
MOODLE,"BOODLE,COODLE,DOODLE,HOODLE,NOODLE,POODLE,ROODLE,SOODLE,TOODLE"
URGENT,ARGENT
PLIERS,"FLIERS,PRIERS,PLYERS"
BESIN,"RESIN,BASIN,BEDIN,BEGIN,BENIN,BESAN,BESIT"
GRADAL,TRADAL
TRIKE,"BRIKE,FRIKE,GRIKE,TROKE,TRIBE,TRICE,TRINE,TRIPE,TRITE"
AGOROT,IGOROT
TORANA,"BORANA,KORANA,TORAJA"
BRODIE,"BOODIE,BRIDIE,BRODEE"
GLAVE,"CLAVE,SLAVE,GOAVE,GRAVE,GLOVE,GLACE,GLADE,GLARE,GLAZE"
NAGGY,"BAGGY,CAGGY,DAGGY,FAGGY,HAGGY,JAGGY,MAGGY,RAGGY,SAGGY,TAGGY,WAGGY"
MISGO,"MINGO,MISDO"
CHIS,"AHIS,GHIS,KHIS,PHIS,THIS,CRIS,CHAS,CHIA,CHIB,CHIC,CHID,CHIK,CHIN,CHIP,CHIT,CHIV,CHIZ"
DULCIN,DULCID
PHYMA,"PHOMA,PHYLA,PHYSA"
SNYING,"SAYING,SHYING,SKYING,SPYING,STYING"
IODOUS,"NODOUS,IODOLS"
UPPING,UMPING
COPSY,"MOPSY,POPSY,TOPSY,WOPSY,CONSY,CORSY,COPPY,COPSE"
VARE,"BARE,CARE,DARE,FARE,GARE,HARE,LARE,MARE,NARE,PARE,RARE,TARE,WARE,YARE,VIRE,VADE,VALE,VANE,VAPE,VASE,VARA,VARS,VARY"
SCAFF,"SKAFF,SNAFF,STAFF,SCOFF,SCUFF,SCALF,SCARF"
EFFUSE,"AFFUSE,EFFUDE,EFFUME,EFFUSO"
TANZY,"TANDY,TANGY,TANNY,TANSY"
CRUNK,"DRUNK,TRUNK,CHUNK,CLUNK,CRANK,CRINK,CRONK,CRUCK,CRUNT"
BLIST,"ALIST,GLIST,BOIST,BRIST,BUIST,BLAST,BLEST,BLIRT,BLISS"
CALVUS,"CALLUS,CALVES"
APSES,"ARSES,ASSES,APRES,APSIS"
FEUDUM,FEODUM
REIK,"SEIK,RAIK,REAK,RECK,REEK,RENK,REIF,REIN,REIS"
MYOID,"HYOID,PYOID,MYSID"
RATEEN,"LATEEN,SATEEN,RATTEN"
DISDAR,"DIZDAR,DISBAR,DISPAR"
JEWING,"DEWING,HEWING,LEWING,MEWING,NEWING,PEWING,REWING,SEWING,TEWING,JAWING,JOWING,JEEING"
COLZAS,COLIAS
DOSER,"BOSER,LOSER,NOSER,POSER,DOMER,DOPER,DOTER,DOVER,DOWER,DOZER,DOSED,DOSES"
JISM,GISM
SNOOTS,"SCOOTS,SHOOTS,SNORTS,SNOUTS,SNOODS,SNOOKS,SNOOLS,SNOOPS,SNOOTY"
QUIM,"QUID,QUIN,QUIP,QUIT,QUIZ"
CONOR,"DONOR,HONOR,COLOR,CONER,CONFR,CONTR,CONOY"
BILLIE,"GILLIE,MILLIE,WILLIE,BIRLIE,BILBIE"
HAGEIN,"HAGDIN,HAGLIN,HAGEEN"
CENSED,"LENSED,MENSED,SENSED,TENSED,CEASED,CESSED,CENSER,CENSES"
CLAYER,"FLAYER,PLAYER,SLAYER,CRAYER,CLOYER,CLAMER,CLAVER,CLAWER,CLAYED,CLAYEN,CLAYEY"
HEPTAD,HEPTAL
ACUITY,ACRITY
VINALS,"FINALS,VITALS,VINYLS"
TIAN,"PIAN,THAN,TUAN,TIYN,TIAR"
IRENIC,"CRENIC,IRANIC,IRONIC"
DEATH,"BEATH,HEATH,LEATH,MEATH,NEATH,DEPTH,DERTH,DEASH"
NODDED,"CODDED,DODDED,GODDED,PODDED,RODDED,SODDED,NODDER"
UNDER,"ENDER,UDDER,UNDEE,UNDEN"
HOLER,"MOLER,POLER,SOLER,HALER,HOKER,HOMER,HONER,HOPER,HOVER,HOLED,HOLES,HOLEY"
CRISTI,"KRISTI,CRISTA,CRISTY"
SLEEVE,"SHEEVE,STEEVE,SLEAVE"
RILL,"BILL,CILL,DILL,FILL,GILL,HILL,JILL,KILL,LILL,MILL,NILL,PILL,SILL,TILL,VILL,WILL,YILL,ZILL,ROLL,RIAL,RIEL,RILE"
SPRUNG,"STRUNG,SPRANG,SPRENG,SPRING,SPRONG,SPRUNK,SPRUNT"
UNHEX,UNSEX
LIERS,"BIERS,KIERS,PIERS,TIERS,VIERS,LEERS,LIARS,LIENS,LIEUS"
SEDANS,"DEDANS,REDANS,SEWANS,SEDANG"
CURTAL,"CURIAL,CURSAL,CURVAL"
RAMONA,MAMONA
LERP,"PERP,LEAP,LEEP,LERE"
DRABBY,"CRABBY,GRABBY,DRABLY"
ARILS,"ANILS,AXILS,ARYLS,ARIAS,ARIES,ARIUS"
MAZERS,"GAZERS,HAZERS,RAZERS,MACERS,MAKERS,MAMERS,MASERS,MATERS"
DENES,"BENES,GENES,LENES,NENES,PENES,RENES,DANES,DINES,DUNES,DYNES,DEKES,DELES,DEMES,DEXES,DENIS,DENTS,DENEB"
GLOAM,"CLOAM,GLEAM,GLOOM,GLOAT"
GRAPHY,"GRAPEY,GRAPHS"
OBOES,OBOLS
DUTCH,"BUTCH,CUTCH,HUTCH,KUTCH,MUTCH,RUTCH,DATCH,DITCH,DUNCH"
CRAZES,"BRAZES,GRAZES,CROZES,CRAKES,CRANES,CRAPES,CRASES,CRATES,CRAVES,CRAZED"
TAURYL,LAURYL
WAUMLE,WAUBLE
RASED,"BASED,CASED,EASED,LASED,ROSED,RACED,RAGED,RAKED,RAMED,RAPED,RATED,RAVED,RAXED,RAYED,RAZED,RASEN,RASER,RASES"
ZONAL,"CONAL,DONAL,GONAL,MONAL,TONAL,ZOEAL,ZONAR"
CESTAS,"VESTAS,CENTAS,CESTOS,CESTUS"
EYELET,"OYELET,EYALET"
GOWNS,"DOWNS,TOWNS,GOONS,GOWDS,GOWKS"
NATALE,"FATALE,NATTLE,NATALS"
TOPSL,TOPSY
OUNCE,"BUNCE,DUNCE,NUNCE,PUNCE"
STARED,"SCARED,SEARED,SHARED,SNARED,SOARED,SPARED,STORED,STAGED,STAKED,STALED,STANED,STATED,STAVED,STAYED,STAREE,STARER,STARES"
SPEARY,"SMEARY,SPEARS"
GALEA,"DALEA,PALEA,GALGA,GALLA,GALEE,GALEI,GALEN,GALES,GALET,GALEY"
FEGS,"BEGS,DEGS,KEGS,LEGS,MEGS,NEGS,PEGS,REGS,SEGS,TEGS,FAGS,FIGS,FOGS,FUGS,FEDS,FEES,FEHS,FEIS,FEMS,FENS,FESS,FETS,FEUS,FEWS,FEYS"
FOUNTE,"FOUNCE,FOUNTS"
KEBBY,"DEBBY,NEBBY,WEBBY"
ZANZA,"GANZA,ZANZE"
PEWEE,PEDEE
REIFY,"DEIFY,REEFY,REIFS"
FAITH,"BAITH,LAITH,SAITH,FRITH,FARTH,FAITS"
REFACE,"DEFACE,RELACE,REPACE"
GHOUL,DHOUL
MURING,"CURING,DURING,JURING,LURING,TURING,MIRING,MULING,MUSING,MUTING,MURINE"
UPRIST,"UPREST,UPRISE"
PACK,"BACK,CACK,DACK,HACK,JACK,KACK,LACK,MACK,RACK,SACK,TACK,WACK,YACK,ZACK,PECK,PICK,POCK,PUCK,PAIK,PARK,PAWK,PACA,PACE,PACO,PACS,PACT,PACY"
CAROMS,"CAROBS,CAROLS"
BERE,"CERE,DERE,FERE,GERE,HERE,LERE,MERE,PERE,SERE,WERE,BARE,BORE,BYRE,BEDE,BENE,BETE,BERG,BERK,BERM"
NICK,"DICK,HICK,KICK,LICK,MICK,PICK,RICK,SICK,TICK,WICK,NECK,NOCK,NICE"
GURUS,"EURUS,KURUS,TURUS,GYRUS,GURTS"
SIND,"BIND,FIND,HIND,KIND,LIND,MIND,RIND,TIND,WIND,SAND,SEND,SYND,SILD,SINE,SING,SINH,SINK,SINS"
ALECS,"ALEFS,ALECK"
NAUNT,"DAUNT,GAUNT,HAUNT,JAUNT,SAUNT,TAUNT,VAUNT"
THAN,"KHAN,SHAN,TIAN,TUAN,THEN,THIN,THON,THAE,THAR,THAT,THAW"
SPOOL,"SHOOL,SNOOL,STOOL,SPOIL,SPOOF,SPOOK,SPOOM,SPOON,SPOOR,SPOOT"
SPORE,"SCORE,SHORE,SMORE,SNORE,STORE,SWORE,SPARE,SPERE,SPIRE,SPODE,SPOKE,SPOLE,SPORT"
CLOU,"CHOU,CLOD,CLOG,CLON,CLOP,CLOT,CLOW,CLOY"
SLUFFS,"BLUFFS,FLUFFS,SCUFFS,SNUFFS,STUFFS"
STIME,"SKIME,SLIME,STIFE,STILE,STINE,STIPE,STIRE,STITE,STIVE,STIMY"
DINT,"BINT,HINT,LINT,MINT,OINT,PINT,TINT,VINT,DANT,DENT,DUNT,DICT,DIET,DIPT,DIRT,DITT,DINE,DING,DINK,DINO,DINS"
KAREZ,"KAREL,KAREN"
TENS,"BENS,CENS,DENS,FENS,GENS,HENS,KENS,LENS,PENS,RENS,SENS,WENS,YENS,ZENS,TANS,TINS,TONS,TUNS,TEAS,TECS,TEDS,TEES,TEFS,TEGS,TELS,TEMS,TETS,TEWS,TEND,TENE,TENT"
SHAVEN,"SHAKEN,SHAPEN,SHAVED,SHAVEE,SHAVER,SHAVES"
JUDGES,"BUDGES,FUDGES,NUDGES,JUDGED,JUDGER"
LATENT,"PATENT,LAMENT,LATEST,LATENS"
SEELY,"FEELY,SEALY,SELLY,SEXLY,SEEDY,SEEPY,SEELS"
FLUTEY,"FLUKEY,FLUTED,FLUTER,FLUTES"
UNFORM,"ENFORM,INFORM,UNFIRM,UNFORK"
IDOL,IDYL
MAXIMS,MAXIMA
QUEUES,"QUERES,QUEUED,QUEUER"
STARN,"SCARN,SHARN,STERN,STAIN,STAUN,STAWN,STARE,STARK,STARR,STARS,START,STARW,STARY"
SCOG,"SHOG,SKOG,SLOG,SMOG,SNOG,SCAG,SCUG,SCOP,SCOT,SCOW"
CITRIL,"NITRIL,CITRAL,CITRUL,CITRIC,CITRIN"
REFELS,"REBELS,REPELS,REVELS,REFERS,REFELL,REFELT"
DEWIER,"DEFIER,DENIER"
DALLAN,"BALLAN,CALLAN,HALLAN,LALLAN,DALLAS"
SLURS,"BLURS,SOURS,SPURS,SLUBS,SLUES,SLUGS,SLUMS,SLUTS,SLURB,SLURP"
ENVINE,"ENGINE,ENVIRE"
PARTED,"CARTED,DARTED,FARTED,MARTED,TARTED,WARTED,PORTED,PANTED,PASTED,PATTED,PARDED,PARGED,PARKED,PARLED,PARRED,PARSED,PARTEN,PARTER,PARTES"
VENERY,"VINERY,VENERE,VENERO"
XYST,CYST
GLUG,"PLUG,SLUG,GLEG,GLUE,GLUM,GLUT"
SELL,"BELL,CELL,DELL,FELL,HELL,JELL,KELL,MELL,PELL,TELL,VELL,WELL,YELL,SALL,SILL,SEAL,SEEL,SEIL,SELD,SELE,SELF,SELS"
COIFS,"CUIFS,COFFS,COOFS,COILS,COINS,COIRS"
PYRAN,PYRAL
RAID,"CAID,GAID,KAID,LAID,MAID,PAID,QAID,SAID,WAID,ROID,RAND,RAIA,RAIK,RAIL,RAIN,RAIS,RAIT"
ALPIAN,ALBIAN
ENCORE,"UNCORE,ENDORE,ENGORE,ENCODE"
FRAELA,FRAENA
TRAPES,"CRAPES,DRAPES,GRAPES,THAPES,TRIPES,TROPES,TRABES,TRACES,TRADES,TRAVES"
ETHEL,"ATHEL,ETHAL,ETHYL,ETHER"
SHEND,"SCEND,SPEND,STEND,SHELD,SHERD,SHENG,SHENT"
POOD,"FOOD,GOOD,HOOD,MOOD,ROOD,WOOD,PLOD,PROD,POND,POOF,POOH,POOK,POOL,POON,POOP,POOR,POOS,POOT"
GOBBLE,"BOBBLE,COBBLE,HOBBLE,JOBBLE,MOBBLE,NOBBLE,WOBBLE,GABBLE,GORBLE"
LAXATE,"LUXATE,LANATE"
TCAWI,TCHWI
TELLER,"FELLER,HELLER,MELLER,PELLER,SELLER,WELLER,YELLER,TALLER,TILLER,TOLLER,TELFER,TELLEE,TELLEN"
KALONG,KALANG
STRESS,"SIRESS,STRASS,STREPS,STREWS"
SHAMMY,"CHAMMY,WHAMMY,SHIMMY,SHAMOY"
GOOKY,"BOOKY,COOKY,HOOKY,KOOKY,LOOKY,NOOKY,ROOKY,SOOKY,GOODY,GOOEY,GOOFY,GOONY,GOOPY,GOOSY,GOOKS"
ALINE,"CLINE,SLINE,AMINE,AVINE,AXINE,AZINE,ALANE,ALONE,ALICE,ALIFE,ALIKE,ALITE,ALIVE"
LITH,"KITH,PITH,SITH,WITH,LATH,LOTH,LICH,LITE,LITS,LITU"
BUHR,"BURR,BUHL"
REAVES,"DEAVES,HEAVES,LEAVES,WEAVES,REEVES,REIVES,REALES,REAVED,REAVER"
SWAGES,"STAGES,SWALES,SWAGED,SWAGER"
HARMER,"FARMER,WARMER,HAMMER,HARDER,HARIER,HARPER,HARMED,HARMEL"
BURK,"LURK,MURK,TURK,BARK,BERK,BIRK,BORK,BUCK,BUIK,BULK,BUNK,BUSK,BURA,BURB,BURD,BURG,BURL,BURN,BURP,BURR,BURS,BURY"
ENFIRE,"ENTIRE,ENVIRE,ENFILE,ENFIRM"
CANALS,"CABALS,CANALE,CANALI"
RUSTS,"BUSTS,DUSTS,GUSTS,JUSTS,LUSTS,MUSTS,OUSTS,RESTS,RUNTS,RUSES,RUSKS,RUSTY"
GENEVA,GENERA
DIADIC,"DUADIC,DYADIC"
MAFEY,"MAMEY,MANEY,MATEY,MAYEY"
WISPY,"WASPY,WISHY,WISPS"
VEDANA,WEDANA
COMA,"BOMA,HOMA,LOMA,NOMA,ROMA,SOMA,CAMA,CYMA,COCA,CODA,COLA,COXA,COMB,COME,COMM,COMP,COMS"
NODED,"BODED,CODED,NIDED,NOSED,NOTED,NOWED,NODES"
FARFEL,"FERFEL,FAUFEL,FARDEL,FARREL,FARFAL,FARFET"
IODINE,"IODIDE,IODITE,IODIZE,IODINS"
SWEAR,"SHEAR,SMEAR,SPEAR,SWEER,SWEAL,SWEAT"
AGNEL,"AGIEL,AGNES"
NICENE,PICENE
ROSIER,"COSIER,HOSIER,NOSIER,RONIER,ROPIER,ROSSER,ROSTER,ROSIED"
RAZER,"GAZER,HAZER,MAZER,RACER,RAGER,RAKER,RAPER,RARER,RASER,RATER,RAVER,RAWER,RAZOR,RAZED,RAZEE,RAZES"
DAMMIT,"DIMMIT,DAMNIT"
WARTH,"BARTH,EARTH,FARTH,GARTH,YARTH,WORTH,WALTH,WARCH,WARTS,WARTY"
DRAGGY,"BRAGGY,CRAGGY,DREGGY,DRUGGY"
POME,"COME,DOME,HOME,LOME,MOME,NOME,SOME,TOME,POKE,POLE,PONE,POPE,PORE,POSE,POTE,POMO,POMP,POMS"
CRANY,"CRONY,CRAPY,CRAZY,CRANE,CRANG,CRANK"
GARGLE,"JARGLE,GURGLE,GAGGLE,GARBLE"
AFLARE,"ABLARE,AGLARE,AFLAME"
ARISTE,"TRISTE,ARISTA,ARISTO"
CLAVI,"SLAVI,CLAVA,CLAVE,CLAVY"
FLAMB,"CLAMB,FLAME,FLAMS,FLAMY"
FOXIE,"DOXIE,MOXIE,ROXIE,FOGIE,FOLIE,FOSIE"
ROTGE,"RODGE,ROUGE,ROTSE,ROTTE"
HEAPY,"HEMPY,HEADY,HEAVY,HEAZY,HEAPS"
YAWNS,"DAWNS,FAWNS,LAWNS,PAWNS,YARNS,YAWLS,YAWPS,YAWNY"
LAVA,"CAVA,FAVA,JAVA,KAVA,TAVA,LEVA,LAMA,LANA,LAVE,LAVS"
UREA,"AREA,UVEA,URSA,URVA,URES"
MAGGIE,"BAGGIE,WAGGIE,MARGIE,MAGPIE,MAGGLE"
THAPES,"CHAPES,SHAPES,TRAPES,THAMES,THANES"
ACTUS,"ICTUS,ALTUS,AOTUS,ARTUS,ACCUS,ACTOS"
STRATI,"STRATA,STRATE,STRATH"
KANTAR,"CANTAR,QANTAR,SANTAR,KINTAR,KANWAR"
BAHU,"BABU,BAJU,BALU,BAPU,BAHT"
BEDUST,"REDUST,BERUST,BEDUSK"
UNWORK,"INWORK,UPWORK,UNCORK,UNFORK,UNWORN"
STAYER,"SLAYER,SWAYER,STADER,STAGER,STAKER,STALER,STARER,STATER,STAVER,STAYED"
ANURAN,ANURAL
BILLOT,"GILLOT,TILLOT,BALLOT,BIGLOT,BILLET,BILLON,BILLOW"
FUGLES,"BUGLES,FUGUES,FUGLED,FUGLER"
NOISED,"HOISED,POISED,TOISED,NOOSED,NOISES"
REMORD,"RECORD,REFORD,REWORD,REMOLD,REMORA,REMORE"
LAHS,"AAHS,DAHS,FAHS,HAHS,PAHS,RAHS,YAHS,LABS,LACS,LADS,LAGS,LAMS,LAPS,LARS,LASS,LATS,LAVS,LAWS,LAYS"
CHYAK,CHOAK
DOURAS,"DOBRAS,DOUMAS,DOURAH"
TAPIST,"PAPIST,RAPIST,TYPIST,TANIST,TAOIST,TAPISM"
RODNEY,ROMNEY
PETROL,"TETROL,PATROL,PETREL,PETROG"
PHENIC,"RHENIC,PHANIC,PHONIC,PHEMIC,PHENIN,PHENIX"
UNKNOT,"INKNOT,UNKNIT,UNKNOW"
LITRA,"MITRA,VITRA,LUTRA,LIBRA,LITRE"
ASTIR,"ASHIR,ASTER,ASTOR,ASTUR"
CORPS,"DORPS,CARPS,COMPS,COOPS,COPPS,COUPS,CORDS,CORES,CORKS,CORMS,CORNS,CORPL,CORPN"
DECADI,"DECANI,DECADE"
PIANOS,PHANOS
DERNLY,DERFLY
SEWAN,"DEWAN,REWAN,SAWAN,SIWAN,SOWAN,SEDAN,SEWEN,SEWIN,SEWAR"
GORMED,"FORMED,NORMED,WORMED,GORGED"
DRAP,"BRAP,CRAP,FRAP,TRAP,WRAP,DRIP,DROP,DRAB,DRAC,DRAD,DRAG,DRAM,DRAT,DRAW,DRAY"
NECTON,"NEKTON,NEWTON"
PLUCKS,"CLUCKS,PLACKS,PLUNKS,PLUCKY"
ARDS,"ORDS,URDS,ADDS,AIDS,ANDS,ARBS,ARCS,ARES,ARFS,ARIS,ARKS,ARMS,ARTS"
SILLY,"BILLY,DILLY,FILLY,GILLY,HILLY,KILLY,LILLY,MILLY,RILLY,TILLY,WILLY,SALLY,SELLY,SULLY,SILKY,SILTY,SILLS"
HOBOES,"GOBOES,HOBOED"
SHORED,"CHORED,WHORED,SCORED,SNORED,SPORED,STORED,SHARED,SHOOED,SHOVED,SHOWED,SHOREA,SHORER,SHORES"
MUGGET,"NUGGET,MUGUET,MUGWET,MUGGED,MUGGER"
BINGEE,"DINGEE,BUNGEE,BINGLE,BINGES,BINGEY"
VOLING,"COLING,DOLING,HOLING,MOLING,POLING,SOLING,TOLING,VOTING,VOWING"
PASTES,"BASTES,CASTES,HASTES,TASTES,WASTES,PARTES,PASHES,PASSES,PASTAS,PASTIS,PASTED,PASTEL,PASTER"
PIKING,"BIKING,DIKING,FIKING,HIKING,LIKING,MIKING,VIKING,WIKING,PEKING,POKING,PUKING,PIEING,PILING,PINING,PIPING"
LEAKY,"BEAKY,PEAKY,WEAKY,LEEKY,LEADY,LEAFY,LEANY,LEARY,LEAVY,LEAKS"
SULPHO,SULPHA
COBLE,"MOBLE,NOBLE,ROBLE,CABLE,COCLE,COWLE"
GOLF,"ROLF,WOLF,GULF,GOAF,GOFF,GOOF,GOWF,GOLD,GOLE,GOLP"
JOULE,"BOULE,MOULE,POULE"
SANDAL,"PANDAL,RANDAL,VANDAL,SENDAL,SANTAL,SANDAK,SANDAN"
CASSIA,"BASSIA,CASSIE,CASSIS"
YAWED,"CAWED,DAWED,HAWED,JAWED,LAWED,MAWED,PAWED,SAWED,TAWED,YOWED,YAWEY"
ANGER,"INGER,AEGER,AGGER,AIGER,AUGER,ANKER,ANSER,ANGOR,ANGEL"
ARAUA,"ARABA,ARACA,ARARA,ARAWA"
SCATHE,"SEATHE,SNATHE,SPATHE,SWATHE,SCYTHE,SCAPHE,SCATHY"
REMENE,"TEMENE,RESENE,RETENE,REMEDE,REMEND"
CRONE,"DRONE,IRONE,KRONE,PRONE,TRONE,CLONE,CRANE,CRINE,CROME,CRORE,CROSE,CROZE,CRONK,CRONY"
ORAGE,"ARAGE,OSAGE,ORALE,ORATE"
SILTED,"HILTED,JILTED,KILTED,LILTED,MILTED,TILTED,WILTED,SALTED,SIFTED,SILKED,SILOED"
ROED,"COED,HOED,TOED,REED,RUED,ROAD,ROID,ROOD,ROES"
MASH,"BASH,CASH,DASH,FASH,GASH,HASH,LASH,PASH,RASH,SASH,TASH,WASH,MESH,MOSH,MUSH,MACH,MATH,MASA,MASE,MASK,MASS,MAST,MASU"
CORVED,"CARVED,CURVED,CORBED,CORDED,CORKED,CORNED,CORVEE,CORVEN,CORVER,CORVES,CORVET"
SAGO,"DAGO,KAGO,SEGO,SUGO,SADO,SAGA,SAGE,SAGS,SAGY"
CAYUGA,CAYUCA
